ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P501,,,5001-PM03-BR-BR1-35-24P501,35-24P501 COUCH PIT PMP
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-120,,,35-24-120 SUCT LN PP-900
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-1125,,35-24-1125 SUCT ISOL VLV NC
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-119,,,35-24-119 DIS LN PP-300
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-1138,,35-24-1138 DIS BRANCH VLV NC
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-072,,35-24-072 DIS VLV NC
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-118,,,35-24-118 RECIRC LN PP-200
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-235,,,35-24-235 DIS BRANCH LN
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV1-609,,35-24LV1-609 LVL CTRL VLV AV
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV2-609,,35-24LV2-609 LVL CTRL VLV AV
13,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24LV3-609,,35-24LV3-609 LVL CTRL VLV AV
14,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P501.1,,,35-24P501.1
15,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-501.1,,,35-24-501.1
16,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P501.2,,,35-24P501.2
17,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-501.2,,,35-24-501.2
18,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P501.3,,,35-24P501.3
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-501.3,,,35-24-501.3
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P501.4,,,35-24P501.4
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-501.4,,,35-24-501.4
22,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-117,,,35-24-117
