ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24-032,,,5001-PM03-BR-BR1-35-24-032,35-24-032 WAF 300 LN
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-155,,,35-24-155 ISOL VLV NC
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-032,,,35-24-032
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-154,,,35-24-154
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-034,,,35-24-034
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-033,,,35-24-033
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-031,,,35-24-031
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-218,,,35-24-218
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-217,,,35-24-217
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-037,,,35-24-037
