ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24P518,,,5001-PM03-BR-BR1-35-24P518,35-24P518 BROKE REJ PMP
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-174,,,35-24-174 SUCT LN PSR-250
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-1121,,35-24-1121 ISOL VLV HV
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-009,,35-24-009 ISOL VLV NC
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-008,,35-24-008 ISOL VLV NC
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-011,,35-24-011 ISOL VLV HV
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-172,,,35-24-172 SUCT PIT LN PSR-150
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-176,,,35-24-176 DIS LN PP-150
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-006,,35-24-006 ISOL VLV HV
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24HV-649,,35-24HV-649 CTRL VLV AV-M
13,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-214,,35-24-214 ISOL VLV NC
14,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P518.1,,,35-24P518.1
15,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-518.1,,,35-24-518.1
16,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P518.2,,,35-24P518.2
17,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-518.2,,,35-24-518.2
18,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P518.3,,,35-24P518.3
19,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-518.3,,,35-24-518.3
20,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24P518.4,,,35-24P518.4
21,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-518.4,,,35-24-518.4
