ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24-068,,,5001-PM03-BR-BR1-35-24-068,35-24-068 WFL LN BR1
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-068,,,35-24-068 WFL-15 HEADER LN
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-119,,35-24-119 VLV NC 003-15
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-1115,,35-24-1115 VLV AV-M 101-250
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24PI-9280,,35-24PI-9280 PRESS IND
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FI-9281,,35-24FI-9281 FI
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FS-558,,35-24FS-558 FS
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-219,,,35-24-219 WFL-15 BRANCH SPOOL
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24-225,,35-24-225 VLV HV 003-15
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24PI-9338,,35-24PI-9338 PRESS IND
13,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FI-9339,,35-24FI-9339 FI
14,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FS-695,,35-24FS-695 FS
