ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24-045,,,5001-PM03-BR-BR1-35-24-045,35-24-045 WFL LN DN15
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-139,,,35-24-139 003-15 ISOL VLV HV
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24PI-9272,,35-24PI-9272 PRESS IND
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FI-9273,,35-24FI-9273 FL IND
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FS-545,,35-24FS-545 FS
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-045,,,35-24-045
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-1107,,,35-24-1107
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-136,,,35-24-136
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-005.1,,,35-24-005.1
