ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK,DESCRIPTION
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,5001-PM03-BR,BROKE SYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,5001-PM03-BR-BR1,BROKE SYSTEM
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24-010,,,5001-PM03-BR-BR1-35-24-010,35-24-010 WNDR PLPR RTR2 GRBX OL LN
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-1116,,,35-24-1116 BRANCH VLV AV
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24PI-9254,,35-24PI-9254 PR IND
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FI-9255,,35-24FI-9255 FL IND
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,35-24FS-507,,35-24FS-507 FS
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24PI-9256,,,35-24PI-9256 PR IND
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24FI-9257,,,35-24FI-9257 FL IND
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24FS-512,,,35-24FS-512 FS
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-175,,,35-24-175 ISOL VLV HV
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-010,,,35-24-010
