ORDER,SITE,LINE,PROCESS,SUB-PROCESS,FUNCTION,EQUIPMENT,SUB-EQUIPMENT,MASK
1,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,,SHOTTONPM3-BROKESYSTEM
2,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,,,,SHOTTONPM3-BROKESYSTEM-BR1
3,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,BR1,35-24L009,,,SHOTTONPM3-BROKESYSTEM-BR1-35-
4,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24L009,,35-24L009-35-24L009
5,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-692,,XS-692
6,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-683,,ES-683
7,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-684,,KJ-684
8,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-685,,KJ-685
9,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-682,,HS-682
10,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-676,,HI-676
11,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LC-674,,LC-674
12,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV1-674,,LV1-674
13,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24LV2-674,,LV2-674
14,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24XV-681,,XS-681
15,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-220,,35-24L009-35-24-220
16,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,,001-100,35-24L009-001-100
17,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-186-WAF-100-E10H2A,,35-24L009-35-24-186-WAF-100-E1
18,"Shotton Paper Mill, United Kingdom",Shotton PM3,Broke System,,,35-24-187-WAF-100-E10H2A,,35-24L009-35-24-187-WAF-100-E1
